shank,electrode,x,y
0,556,0,4170
0,557,32,4170
0,558,0,4185
0,559,32,4185
0,560,0,4200
0,561,32,4200
0,562,0,4215
0,563,32,4215
0,564,0,4230
0,565,32,4230
0,566,0,4245
0,567,32,4245
0,568,0,4260
0,569,32,4260
0,570,0,4275
0,571,32,4275
0,572,0,4290
0,573,32,4290
0,574,0,4305
0,575,32,4305
0,576,0,4320
0,577,32,4320
0,578,0,4335
0,579,32,4335
0,580,0,4350
0,581,32,4350
0,582,0,4365
0,583,32,4365
0,584,0,4380
0,585,32,4380
0,586,0,4395
0,587,32,4395
0,588,0,4410
0,589,32,4410
0,590,0,4425
0,591,32,4425
0,592,0,4440
0,593,32,4440
0,594,0,4455
0,595,32,4455
0,596,0,4470
0,597,32,4470
0,598,0,4485
0,599,32,4485
0,600,0,4500
0,601,32,4500
0,602,0,4515
0,603,32,4515
0,604,0,4530
0,605,32,4530
0,606,0,4545
0,607,32,4545
0,608,0,4560
0,609,32,4560
0,610,0,4575
0,611,32,4575
0,612,0,4590
0,613,32,4590
0,614,0,4605
0,615,32,4605
0,616,0,4620
0,617,32,4620
0,618,0,4635
0,619,32,4635
0,620,0,4650
0,621,32,4650
0,622,0,4665
0,623,32,4665
0,624,0,4680
0,625,32,4680
0,626,0,4695
0,627,32,4695
0,628,0,4710
0,629,32,4710
0,630,0,4725
0,631,32,4725
0,632,0,4740
0,633,32,4740
0,634,0,4755
0,635,32,4755
0,636,0,4770
0,637,32,4770
0,638,0,4785
0,639,32,4785
0,640,0,4800
0,641,32,4800
0,642,0,4815
0,643,32,4815
0,644,0,4830
0,645,32,4830
0,646,0,4845
0,647,32,4845
0,648,0,4860
0,649,32,4860
0,650,0,4875
0,651,32,4875
0,652,0,4890
0,653,32,4890
0,654,0,4905
0,655,32,4905
0,656,0,4920
0,657,32,4920
0,658,0,4935
0,659,32,4935
0,660,0,4950
0,661,32,4950
0,662,0,4965
0,663,32,4965
0,664,0,4980
0,665,32,4980
0,666,0,4995
0,667,32,4995
0,668,0,5010
0,669,32,5010
0,670,0,5025
0,671,32,5025
0,672,0,5040
0,673,32,5040
0,674,0,5055
0,675,32,5055
0,676,0,5070
0,677,32,5070
0,678,0,5085
0,679,32,5085
0,680,0,5100
0,681,32,5100
0,682,0,5115
0,683,32,5115
0,684,0,5130
0,685,32,5130
0,686,0,5145
0,687,32,5145
0,688,0,5160
0,689,32,5160
0,690,0,5175
0,691,32,5175
0,692,0,5190
0,693,32,5190
0,694,0,5205
0,695,32,5205
0,696,0,5220
0,697,32,5220
0,698,0,5235
0,699,32,5235
0,700,0,5250
0,701,32,5250
0,702,0,5265
0,703,32,5265
0,704,0,5280
0,705,32,5280
0,706,0,5295
0,707,32,5295
0,708,0,5310
0,709,32,5310
0,710,0,5325
0,711,32,5325
0,712,0,5340
0,713,32,5340
0,714,0,5355
0,715,32,5355
0,716,0,5370
0,717,32,5370
0,718,0,5385
0,719,32,5385
0,720,0,5400
0,721,32,5400
0,722,0,5415
0,723,32,5415
0,724,0,5430
0,725,32,5430
0,726,0,5445
0,727,32,5445
0,728,0,5460
0,729,32,5460
0,730,0,5475
0,731,32,5475
0,732,0,5490
0,733,32,5490
0,734,0,5505
0,735,32,5505
0,736,0,5520
0,737,32,5520
0,738,0,5535
0,739,32,5535
0,740,0,5550
0,741,32,5550
0,742,0,5565
0,743,32,5565
0,744,0,5580
0,745,32,5580
0,746,0,5595
0,747,32,5595
0,748,0,5610
0,749,32,5610
0,750,0,5625
0,751,32,5625
0,752,0,5640
0,753,32,5640
0,754,0,5655
0,755,32,5655
0,756,0,5670
0,757,32,5670
0,758,0,5685
0,759,32,5685
0,760,0,5700
0,761,32,5700
0,762,0,5715
0,763,32,5715
0,764,0,5730
0,765,32,5730
0,766,0,5745
0,767,32,5745
0,768,0,5760
0,769,32,5760
0,770,0,5775
0,771,32,5775
0,772,0,5790
0,773,32,5790
0,774,0,5805
0,775,32,5805
0,776,0,5820
0,777,32,5820
0,778,0,5835
0,779,32,5835
0,780,0,5850
0,781,32,5850
0,782,0,5865
0,783,32,5865
0,784,0,5880
0,785,32,5880
0,786,0,5895
0,787,32,5895
0,788,0,5910
0,789,32,5910
0,790,0,5925
0,791,32,5925
0,792,0,5940
0,793,32,5940
0,794,0,5955
0,795,32,5955
0,796,0,5970
0,797,32,5970
0,798,0,5985
0,799,32,5985
0,800,0,6000
0,801,32,6000
0,802,0,6015
0,803,32,6015
0,804,0,6030
0,805,32,6030
0,806,0,6045
0,807,32,6045
0,808,0,6060
0,809,32,6060
0,810,0,6075
0,811,32,6075
0,812,0,6090
0,813,32,6090
0,814,0,6105
0,815,32,6105
0,816,0,6120
0,817,32,6120
0,818,0,6135
0,819,32,6135
0,820,0,6150
0,821,32,6150
0,822,0,6165
0,823,32,6165
0,824,0,6180
0,825,32,6180
0,826,0,6195
0,827,32,6195
0,828,0,6210
0,829,32,6210
0,830,0,6225
0,831,32,6225
0,832,0,6240
0,833,32,6240
0,834,0,6255
0,835,32,6255
0,836,0,6270
0,837,32,6270
0,838,0,6285
0,839,32,6285
0,840,0,6300
0,841,32,6300
0,842,0,6315
0,843,32,6315
0,844,0,6330
0,845,32,6330
0,846,0,6345
0,847,32,6345
0,848,0,6360
0,849,32,6360
0,850,0,6375
0,851,32,6375
0,852,0,6390
0,853,32,6390
0,854,0,6405
0,855,32,6405
0,856,0,6420
0,857,32,6420
0,858,0,6435
0,859,32,6435
0,860,0,6450
0,861,32,6450
0,862,0,6465
0,863,32,6465
0,864,0,6480
0,865,32,6480
0,866,0,6495
0,867,32,6495
0,868,0,6510
0,869,32,6510
0,870,0,6525
0,871,32,6525
0,872,0,6540
0,873,32,6540
0,874,0,6555
0,875,32,6555
0,876,0,6570
0,877,32,6570
0,878,0,6585
0,879,32,6585
0,880,0,6600
0,881,32,6600
0,882,0,6615
0,883,32,6615
0,884,0,6630
0,885,32,6630
0,886,0,6645
0,887,32,6645
0,888,0,6660
0,889,32,6660
0,890,0,6675
0,891,32,6675
0,892,0,6690
0,893,32,6690
0,894,0,6705
0,895,32,6705
0,896,0,6720
0,897,32,6720
0,898,0,6735
0,899,32,6735
0,900,0,6750
0,901,32,6750
0,902,0,6765
0,903,32,6765
0,904,0,6780
0,905,32,6780
0,906,0,6795
0,907,32,6795
0,908,0,6810
0,909,32,6810
0,910,0,6825
0,911,32,6825
0,912,0,6840
0,913,32,6840
0,914,0,6855
0,915,32,6855
0,916,0,6870
0,917,32,6870
0,918,0,6885
0,919,32,6885
0,920,0,6900
0,921,32,6900
0,922,0,6915
0,923,32,6915
0,924,0,6930
0,925,32,6930
0,926,0,6945
0,927,32,6945
0,928,0,6960
0,929,32,6960
0,930,0,6975
0,931,32,6975
0,932,0,6990
0,933,32,6990
0,934,0,7005
0,935,32,7005
0,936,0,7020
0,937,32,7020
0,938,0,7035
0,939,32,7035
0,940,0,7050
0,941,32,7050
0,942,0,7065
0,943,32,7065
0,944,0,7080
0,945,32,7080
0,946,0,7095
0,947,32,7095
0,948,0,7110
0,949,32,7110
0,950,0,7125
0,951,32,7125
0,952,0,7140
0,953,32,7140
0,954,0,7155
0,955,32,7155
0,956,0,7170
0,957,32,7170
0,958,0,7185
0,959,32,7185
0,960,0,7200
0,961,32,7200
0,962,0,7215
0,963,32,7215
0,964,0,7230
0,965,32,7230
0,966,0,7245
0,967,32,7245
0,968,0,7260
0,969,32,7260
0,970,0,7275
0,971,32,7275
0,972,0,7290
0,973,32,7290
0,974,0,7305
0,975,32,7305
0,976,0,7320
0,977,32,7320
0,978,0,7335
0,979,32,7335
0,980,0,7350
0,981,32,7350
0,982,0,7365
0,983,32,7365
0,984,0,7380
0,985,32,7380
0,986,0,7395
0,987,32,7395
0,988,0,7410
0,989,32,7410
0,990,0,7425
0,991,32,7425
0,992,0,7440
0,993,32,7440
0,994,0,7455
0,995,32,7455
0,996,0,7470
0,997,32,7470
0,998,0,7485
0,999,32,7485
0,1000,0,7500
0,1001,32,7500
0,1002,0,7515
0,1003,32,7515
0,1004,0,7530
0,1005,32,7530
0,1006,0,7545
0,1007,32,7545
0,1008,0,7560
0,1009,32,7560
0,1010,0,7575
0,1011,32,7575
0,1012,0,7590
0,1013,32,7590
0,1014,0,7605
0,1015,32,7605
0,1016,0,7620
0,1017,32,7620
0,1018,0,7635
0,1019,32,7635
0,1020,0,7650
0,1021,32,7650
0,1022,0,7665
0,1023,32,7665
0,1024,0,7680
0,1025,32,7680
0,1026,0,7695
0,1027,32,7695
0,1028,0,7710
0,1029,32,7710
0,1030,0,7725
0,1031,32,7725
0,1032,0,7740
0,1033,32,7740
0,1034,0,7755
0,1035,32,7755
0,1036,0,7770
0,1037,32,7770
0,1038,0,7785
0,1039,32,7785
0,1040,0,7800
0,1041,32,7800
0,1042,0,7815
0,1043,32,7815
0,1044,0,7830
0,1045,32,7830
0,1046,0,7845
0,1047,32,7845
0,1048,0,7860
0,1049,32,7860
0,1050,0,7875
0,1051,32,7875
0,1052,0,7890
0,1053,32,7890
0,1054,0,7905
0,1055,32,7905
0,1056,0,7920
0,1057,32,7920
0,1058,0,7935
0,1059,32,7935
0,1060,0,7950
0,1061,32,7950
0,1062,0,7965
0,1063,32,7965
0,1064,0,7980
0,1065,32,7980
0,1066,0,7995
0,1067,32,7995
0,1068,0,8010
0,1069,32,8010
0,1070,0,8025
0,1071,32,8025
0,1072,0,8040
0,1073,32,8040
0,1074,0,8055
0,1075,32,8055
0,1076,0,8070
0,1077,32,8070
0,1078,0,8085
0,1079,32,8085
0,1080,0,8100
0,1081,32,8100
0,1082,0,8115
0,1083,32,8115
0,1084,0,8130
0,1085,32,8130
0,1086,0,8145
0,1087,32,8145
0,1088,0,8160
0,1089,32,8160
0,1090,0,8175
0,1091,32,8175
0,1092,0,8190
0,1093,32,8190
0,1094,0,8205
0,1095,32,8205
0,1096,0,8220
0,1097,32,8220
0,1098,0,8235
0,1099,32,8235
0,1100,0,8250
0,1101,32,8250
0,1102,0,8265
0,1103,32,8265
0,1104,0,8280
0,1105,32,8280
0,1106,0,8295
0,1107,32,8295
0,1108,0,8310
0,1109,32,8310
0,1110,0,8325
0,1111,32,8325
0,1112,0,8340
0,1113,32,8340
0,1114,0,8355
0,1115,32,8355
0,1116,0,8370
0,1117,32,8370
0,1118,0,8385
0,1119,32,8385
0,1120,0,8400
0,1121,32,8400
0,1122,0,8415
0,1123,32,8415
0,1124,0,8430
0,1125,32,8430
0,1126,0,8445
0,1127,32,8445
0,1128,0,8460
0,1129,32,8460
0,1130,0,8475
0,1131,32,8475
0,1132,0,8490
0,1133,32,8490
0,1134,0,8505
0,1135,32,8505
0,1136,0,8520
0,1137,32,8520
0,1138,0,8535
0,1139,32,8535
0,1140,0,8550
0,1141,32,8550
0,1142,0,8565
0,1143,32,8565
0,1144,0,8580
0,1145,32,8580
0,1146,0,8595
0,1147,32,8595
0,1148,0,8610
0,1149,32,8610
0,1150,0,8625
0,1151,32,8625
0,1152,0,8640
0,1153,32,8640
0,1154,0,8655
0,1155,32,8655
0,1156,0,8670
0,1157,32,8670
0,1158,0,8685
0,1159,32,8685
0,1160,0,8700
0,1161,32,8700
0,1162,0,8715
0,1163,32,8715
0,1164,0,8730
0,1165,32,8730
0,1166,0,8745
0,1167,32,8745
0,1168,0,8760
0,1169,32,8760
0,1170,0,8775
0,1171,32,8775
0,1172,0,8790
0,1173,32,8790
0,1174,0,8805
0,1175,32,8805
0,1176,0,8820
0,1177,32,8820
0,1178,0,8835
0,1179,32,8835
0,1180,0,8850
0,1181,32,8850
0,1182,0,8865
0,1183,32,8865
0,1184,0,8880
0,1185,32,8880
0,1186,0,8895
0,1187,32,8895
0,1188,0,8910
0,1189,32,8910
0,1190,0,8925
0,1191,32,8925
0,1192,0,8940
0,1193,32,8940
0,1194,0,8955
0,1195,32,8955
0,1196,0,8970
0,1197,32,8970
0,1198,0,8985
0,1199,32,8985
0,1200,0,9000
0,1201,32,9000
0,1202,0,9015
0,1203,32,9015
0,1204,0,9030
0,1205,32,9030
0,1206,0,9045
0,1207,32,9045
0,1208,0,9060
0,1209,32,9060
0,1210,0,9075
0,1211,32,9075
0,1212,0,9090
0,1213,32,9090
0,1214,0,9105
0,1215,32,9105
0,1216,0,9120
0,1217,32,9120
0,1218,0,9135
0,1219,32,9135
0,1220,0,9150
0,1221,32,9150
0,1222,0,9165
0,1223,32,9165
0,1224,0,9180
0,1225,32,9180
0,1226,0,9195
0,1227,32,9195
0,1228,0,9210
0,1229,32,9210
0,1230,0,9225
0,1231,32,9225
0,1232,0,9240
0,1233,32,9240
0,1234,0,9255
0,1235,32,9255
0,1236,0,9270
0,1237,32,9270
0,1238,0,9285
0,1239,32,9285
0,1240,0,9300
0,1241,32,9300
0,1242,0,9315
0,1243,32,9315
0,1244,0,9330
0,1245,32,9330
0,1246,0,9345
0,1247,32,9345
0,1248,0,9360
0,1249,32,9360
0,1250,0,9375
0,1251,32,9375
0,1252,0,9390
0,1253,32,9390
0,1254,0,9405
0,1255,32,9405
0,1256,0,9420
0,1257,32,9420
0,1258,0,9435
0,1259,32,9435
0,1260,0,9450
0,1261,32,9450
0,1262,0,9465
0,1263,32,9465
0,1264,0,9480
0,1265,32,9480
0,1266,0,9495
0,1267,32,9495
0,1268,0,9510
0,1269,32,9510
0,1270,0,9525
0,1271,32,9525
0,1272,0,9540
0,1273,32,9540
0,1274,0,9555
0,1275,32,9555
0,1276,0,9570
0,1277,32,9570
0,1278,0,9585
0,1279,32,9585
1,0,0,0
1,1,32,0
1,2,0,15
1,3,32,15
1,4,0,30
1,5,32,30
1,6,0,45
1,7,32,45
1,8,0,60
1,9,32,60
1,10,0,75
1,11,32,75
1,12,0,90
1,13,32,90
1,14,0,105
1,15,32,105
1,16,0,120
1,17,32,120
1,18,0,135
1,19,32,135
1,20,0,150
1,21,32,150
1,22,0,165
1,23,32,165
1,24,0,180
1,25,32,180
1,26,0,195
1,27,32,195
1,28,0,210
1,29,32,210
1,30,0,225
1,31,32,225
1,32,0,240
1,33,32,240
1,34,0,255
1,35,32,255
1,36,0,270
1,37,32,270
1,38,0,285
1,39,32,285
1,40,0,300
1,41,32,300
1,42,0,315
1,43,32,315
1,44,0,330
1,45,32,330
1,46,0,345
1,47,32,345
1,48,0,360
1,49,32,360
1,50,0,375
1,51,32,375
1,52,0,390
1,53,32,390
1,54,0,405
1,55,32,405
1,56,0,420
1,57,32,420
1,58,0,435
1,59,32,435
1,60,0,450
1,61,32,450
1,62,0,465
1,63,32,465
1,64,0,480
1,65,32,480
1,66,0,495
1,67,32,495
1,68,0,510
1,69,32,510
1,70,0,525
1,71,32,525
1,72,0,540
1,73,32,540
1,74,0,555
1,75,32,555
1,76,0,570
1,77,32,570
1,78,0,585
1,79,32,585
1,80,0,600
1,81,32,600
1,82,0,615
1,83,32,615
1,84,0,630
1,85,32,630
1,86,0,645
1,87,32,645
1,88,0,660
1,89,32,660
1,90,0,675
1,91,32,675
1,92,0,690
1,93,32,690
1,94,0,705
1,95,32,705
1,96,0,720
1,97,32,720
1,98,0,735
1,99,32,735
1,100,0,750
1,101,32,750
1,102,0,765
1,103,32,765
1,104,0,780
1,105,32,780
1,106,0,795
1,107,32,795
1,108,0,810
1,109,32,810
1,110,0,825
1,111,32,825
1,112,0,840
1,113,32,840
1,114,0,855
1,115,32,855
1,116,0,870
1,117,32,870
1,118,0,885
1,119,32,885
1,120,0,900
1,121,32,900
1,122,0,915
1,123,32,915
1,124,0,930
1,125,32,930
1,126,0,945
1,127,32,945
1,128,0,960
1,129,32,960
1,130,0,975
1,131,32,975
1,132,0,990
1,133,32,990
1,134,0,1005
1,135,32,1005
1,136,0,1020
1,137,32,1020
1,138,0,1035
1,139,32,1035
1,140,0,1050
1,141,32,1050
1,142,0,1065
1,143,32,1065
1,144,0,1080
1,145,32,1080
1,146,0,1095
1,147,32,1095
1,148,0,1110
1,149,32,1110
1,150,0,1125
1,151,32,1125
1,152,0,1140
1,153,32,1140
1,154,0,1155
1,155,32,1155
1,156,0,1170
1,157,32,1170
1,158,0,1185
1,159,32,1185
1,160,0,1200
1,161,32,1200
1,162,0,1215
1,163,32,1215
1,164,0,1230
1,165,32,1230
1,166,0,1245
1,167,32,1245
1,168,0,1260
1,169,32,1260
1,170,0,1275
1,171,32,1275
1,172,0,1290
1,173,32,1290
1,174,0,1305
1,175,32,1305
1,176,0,1320
1,177,32,1320
1,178,0,1335
1,179,32,1335
1,180,0,1350
1,181,32,1350
1,182,0,1365
1,183,32,1365
1,184,0,1380
1,185,32,1380
1,186,0,1395
1,187,32,1395
1,188,0,1410
1,189,32,1410
1,190,0,1425
1,191,32,1425
1,192,0,1440
1,193,32,1440
1,194,0,1455
1,195,32,1455
1,196,0,1470
1,197,32,1470
1,198,0,1485
1,199,32,1485
1,200,0,1500
1,201,32,1500
1,202,0,1515
1,203,32,1515
1,204,0,1530
1,205,32,1530
1,206,0,1545
1,207,32,1545
1,208,0,1560
1,209,32,1560
1,210,0,1575
1,211,32,1575
1,212,0,1590
1,213,32,1590
1,214,0,1605
1,215,32,1605
1,216,0,1620
1,217,32,1620
1,218,0,1635
1,219,32,1635
1,220,0,1650
1,221,32,1650
1,222,0,1665
1,223,32,1665
1,224,0,1680
1,225,32,1680
1,226,0,1695
1,227,32,1695
1,228,0,1710
1,229,32,1710
1,230,0,1725
1,231,32,1725
1,232,0,1740
1,233,32,1740
1,234,0,1755
1,235,32,1755
1,236,0,1770
1,237,32,1770
1,238,0,1785
1,239,32,1785
1,240,0,1800
1,241,32,1800
1,242,0,1815
1,243,32,1815
1,244,0,1830
1,245,32,1830
1,246,0,1845
1,247,32,1845
1,248,0,1860
1,249,32,1860
1,250,0,1875
1,251,32,1875
1,252,0,1890
1,253,32,1890
1,254,0,1905
1,255,32,1905
1,256,0,1920
1,257,32,1920
1,258,0,1935
1,259,32,1935
1,260,0,1950
1,261,32,1950
1,262,0,1965
1,263,32,1965
1,264,0,1980
1,265,32,1980
1,266,0,1995
1,267,32,1995
1,268,0,2010
1,269,32,2010
1,270,0,2025
